creator_username,creator_id,creator_followers,creator_verified,creator_bio,creator_type,creator_gender,country_origin,is_ai_generated,video_id,video_url,posting_date,duration_seconds,hashtag,caption,language,likes,views,shares,comments,engagement_rate,is_acne_relevant,before_after,video_intent,location_of_shoot,misinformation_label,claim_type,claim_accuracy,treatment_origin,cultural_claim,western_accepted,label_confidence,notes,transcript,product_name,product_brand,product_category,product_shown,ingredient_named,clinical_validity,start_acne_score,end_acne_score,delta_improvement,subject_gender_visual,single_multiple_people,indoor_outdoor
thefroggyfami,7520105902524564498,426100,FALSE,,influencer,unknown,Unknown,no,7551470632156941576,https://www.tiktok.com/@thefroggyfami/video/7551470632156941576,2025-09-18T16:42:53.000Z,8,"สิวหัวดำ, acne, กดสิว, acneskincare, acnetreatment",#สิวหัวดำ #acne #กดสิว #acneskincare #acnetreatment ,Thai,6825,1100000,289,87,0.62,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dermguru,6814497530991150085,1700000,TRUE,"Derm👩‍⚕️
📧 zubritskylm@gmail.com
❌No med advice
NEW PODCAST: Listen now👇🏻",dermatologist,unknown,Unknown,no,6875423952500460806,https://www.tiktok.com/@dermguru/video/6875423952500460806,2020-09-22T21:16:58.000Z,52,"greenscreensticker, thepurge, acne, breakout, skincarehack, beauty, skincarejunkie, skinexpert, dermatology, dermatologist, fyp",#greenscreensticker #thepurge #acne #breakout #skincarehack #beauty #skincarejunkie #skinexpert #dermatology #dermatologist #fyp,English,6616,297700,533,130,2.22,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
selflove_aida,6682817433005179909,65700,FALSE,"🧴skincare,makeup,selflove 
🌟Instagram & YouTube : @selflove_aida (+172K) (47K)
selflove.aida@gmail.com",influencer,unknown,Unknown,no,7618290910312271126,https://www.tiktok.com/@selflove_aida/video/7618290910312271126,2026-03-17T18:19:40.000Z,23,"acne, ad, skincare, selflove, trend","Got acne? You NEED to try this spray! I’ve been using the Clarifying Bacne Spray from @Clear Start for almost 3 years now! And it’s seriously my favorite🥰 It clears breakouts on my back and chest so easily ! 

I'm so happy with the results I've gotten since I started using this product 💛
.
.
.
.
#acne #ad #skincare #selflove #trend",English,12100,2800000,675,36,0.43,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
tktk_store,7437398238149215278,856,FALSE,"Acne rippers👀👀
Follow me to learn more",patient,unknown,Unknown,no,7594421123106802974,https://www.tiktok.com/@tktk_store/video/7594421123106802974,2026-01-12T10:34:04.000Z,16,"skincare, acnepatch, pimplepatch, acnecare, skincareroutine","I’m still learning patience with my skin… but this patch makes it easier.
#skincare #acnepatch #pimplepatch #acnecare #skincareroutine",English,2424,237200,57,29,1.02,yes,no,personal_anecdote,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
sasainseoul,7557276577806730257,985000,FALSE,"Your Korean big sis unnie is back ✨

📨 sasastudio25@gmail.com 
📧 sasa@starlinemgmt.com",influencer,unknown,Unknown,no,7618220332205231381,https://www.tiktok.com/@sasainseoul/video/7618220332205231381,2026-03-17T13:45:50.000Z,151,"koreanskincare, kbeauty, acnecare, skincare, korean","5things I stopped to not break out 
Not sponsored

Product recommendation

Dr. Althea Pure Grinding Cleansing Balm AESTURA Atobarrier 365 Cleansing Milk   #koreanskincare #kbeauty #acnecare #skincare #korean ",English,66200,489500,2720,370,13.52,yes,no,product_promotion,unknown,na,none,na,K-beauty,yes,unknown,high,,,,,,,,,,,,,,
diaryoftroubledskin,6991168182158033925,76000,FALSE,"✨Skin Positivity✨
NYC | Latina

Diaryoftroubledskin@gmail.com",influencer,unknown,US,no,7410156993781992746,https://www.tiktok.com/@diaryoftroubledskin/video/7410156993781992746,2024-09-02T21:13:48.000Z,5,"acne, acneproneskin, acneproblems",okay … now what 🤡 #acne #acneproneskin #acneproblems ,English,329200,2500000,17400,308,13.17,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
botanicabeautystudio_,7477485253202314283,4066,FALSE,"Luxury Medical Spa | Russian Lips | Skin Rejuvenation
📍Bellevue, Washington
📞 (425) 543-6060
👇 Book your appointment",influencer,unknown,Unknown,no,7600512599582592286,https://www.tiktok.com/@botanicabeautystudio_/video/7600512599582592286,2026-01-28T20:30:19.000Z,24,"bellevue, washington, skincare, breakout, rootcause","Breakouts have patterns. Once you see them, you can fix them! 🔍🧠
#bellevue #washington #skincare #breakout #rootcause",English,25300,605500,2883,77,4.18,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
gabi.d_,7485409591326409774,17000,FALSE,"💌 gabidwbusiness@gmail.com
Bubble ambassador
Evry jewel ambassador
SS-71YBO3",influencer,unknown,Unknown,no,7553490043659177229,https://www.tiktok.com/@gabi.d_/video/7553490043659177229,2025-09-24T03:19:23.000Z,41,"vanishskincare, clearskin, breakout, acne, trending",Highly requested @Vanish Skincare #vanishskincare #clearskin #breakout #acne #trending ,English,27000,377600,357,39,7.15,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
themillennialsahm_,6759406510097515526,984,FALSE,"Motherhood, Lifestyle, and Easy Recipes 🤍
Purpose For Every Season Podcast 🎙️ 
💌 hello@themillennialsahm.com",influencer,unknown,Unknown,no,6976409688401267973,https://www.tiktok.com/@themillennialsahm_/video/6976409688401267973,2021-06-22T00:32:42.000Z,41,"eyeslipsface, fungalacne, postpartumacne",Worst breakout of my life. Now to work on these dark marks. #eyeslipsface #fungalacne #postpartumacne @skincarebyhyram @skinbydrazi1,English,1358,123800,34,68,1.1,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
ericanic0le,6739880187850327046,332100,FALSE,"beauty, wellness, life
acne + chronic illness
NC ⇄ FL | military spouse
💌 ericanicolecontact@gmail.com",influencer,unknown,Unknown,no,7424235405765135647,https://www.tiktok.com/@ericanic0le/video/7424235405765135647,2024-10-10T19:45:19.000Z,52,"acnejourney, acnefighter, acnetips, mentalhealth, worldmentalhealthday",World mental health day + acne 🥺 #acnejourney #acnefighter #acnetips #mentalhealth #worldmentalhealthday ,English,58200,569800,3240,384,10.21,yes,no,self_improvement,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
drwhitneybowe,6904311242254861317,1100000,TRUE,"Dermatologist
Founder @Dr. Whitney Bowe Beauty 
@Dermstore Med Advisory Bd
Yale",dermatologist,unknown,Unknown,no,7294354351416528170,https://www.tiktok.com/@drwhitneybowe/video/7294354351416528170,2023-10-26T19:40:29.000Z,38,"stitch, dermatologist, accutane, acne, spironolactone, hormonalacne",#stitch with @alix earle Thank you Alix for normalizing acne.  #dermatologist #accutane #acne #spironolactone #hormonalacne ,English,13400,842800,429,309,1.59,yes,no,education,unknown,na,none,na,Western_clinical,no,unknown,medium,,,,,,,,,,,,,,
shereeneidriss,6718914532759372805,1200000,TRUE,"Dermatologist🤓PillowtalkDerm
Founder & Chief Nerd @Dr. Idriss",dermatologist,unknown,Unknown,no,7614609245606038797,https://www.tiktok.com/@shereeneidriss/video/7614609245606038797,2026-03-07T20:13:18.000Z,52,"lutealphase, acne, breakouts, dermatologist","Dealing with hormonal breakouts the week before your period aka your luteal phase? Tips to help minimize acne flare ups and keep your skin in check ✅

To learn more about how your skin shifts during each phase of your cycle, what to do, and what NOT to do check out my newest YouTube video 📺

🎥: @Erin Myers 

#lutealphase #acne #breakouts #dermatologist",English,1277,35700,41,22,3.58,yes,no,education,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
dermdoctor,6765585846651094022,17700000,TRUE,"Board Certified Derm 
Founder of @Remedy Science
Shop Biodance ⬇️",dermatologist,unknown,Unknown,no,7040236258903248133,https://www.tiktok.com/@dermdoctor/video/7040236258903248133,2021-12-11T00:32:21.000Z,20,"dermdoctor, apostrophepartner, skincare, hormonalacne, acne, spironolactone",Hormonal Acne? Check out @hi_apostrophe #dermdoctor #apostrophepartner #skincare #hormonalacne #acne #spironolactone,English,101900,4800000,3130,801,2.12,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dr.mamina,6732164166663291910,1200000,TRUE,"Triple board-certified Dermatologist, Internist, & Dermatopathologist",dermatologist,unknown,Unknown,no,7390919788580654366,https://www.tiktok.com/@dr.mamina/video/7390919788580654366,2024-07-13T01:03:41.000Z,80,"pimpleemergency, pimpletreatment, acnetips, acneskin, dermatology, drmamina","Before I was a dermatologist, I remember on my 21st birthday I had the WORST pimple and I tried everything (that I knew at the time) to get rid of it which resulted in making it worst and I ended up just completely covering it in makeup...which I'm not sure even looked any better 🫠

🔥Your future self will thank YOU for saving this video in case of a ✨ pimple emergency ✨

Let me know if this was helpful and if you have any questions!

#pimpleemergency #pimpletreatment #acnetips #acneskin #dermatology #drmamina ",English,27500,796200,651,204,3.45,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
dermarkologist,6800151173477663749,1200000,TRUE,"Your Favorite Dermatologist👨🏻‍⚕️
No content is medical advice
Views are my own",dermatologist,unknown,Unknown,no,7324743714830667051,https://www.tiktok.com/@dermarkologist/video/7324743714830667051,2024-01-16T17:07:11.000Z,70,"winlevi, hormonalacne, hormonalacnejourney",Have you heard of this new hormonal acne treatment? #winlevi #hormonalacne #hormonalacnejourney   ,English,5208,280300,806,149,1.86,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
drdustinportela,6658837318265208837,2500000,TRUE,Helping you reclaim your health from the illness industrial complex,influencer,unknown,Unknown,no,7236740071653903662,https://www.tiktok.com/@drdustinportela/video/7236740071653903662,2023-05-28T13:50:00.000Z,20,"acne, acnetreatment, isotretinoin, accutane, doctor",Amazing acne transformation @aleciacason #acne #acnetreatment #isotretinoin #accutane #doctor,English,1562,149500,18,18,1.04,yes,yes,education,unknown,accurate,clinically_accurate,supported,Western_clinical,no,yes,medium,,,,,,,,,,,,,,
penny01t,7456391679862113326,19500,FALSE,,patient,unknown,Unknown,no,7506851026968923423,https://www.tiktok.com/@penny01t/video/7506851026968923423,2025-05-21T10:56:13.000Z,13,"skincare, cleanskin, acnetreatment, transformation, glowup, beautytips, girls, fyp",My skin before & after #skincare #cleanskin #acnetreatment #transformation #glowup #beautytips #girls #fyp ,English,28500,1400000,793,0,2.04,yes,yes,personal_anecdote,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
abbeyyung,6749373116890629125,2900000,TRUE,"The Abbey Yung Method™
Certified Trichologist who loves all things beauty
YouTube & Links ⬇️",patient,unknown,Unknown,no,7609049696903957790,https://www.tiktok.com/@abbeyyung/video/7609049696903957790,2026-02-20T20:39:24.000Z,17,"skincare, acne, skintransformation, glowyskin","I’ve had to make some changes to my skincare routine over the past year to help deal with how much oilier & acne prone I’ve become and these are the things that have slowly but surely become essentials for me! LMK if you want talk through explanations & routines 🩷 

#skincare #acne #skintransformation #glowyskin ",English,11400,434800,383,169,2.62,yes,yes,product_promotion,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
itsbabykelz,7237691488024380458,804200,FALSE,"your beauty & lifestyle bestie
💌: info@teamkelz.com",patient,unknown,Unknown,no,7581205822701587767,https://www.tiktok.com/@itsbabykelz/video/7581205822701587767,2025-12-07T19:51:01.000Z,151,"koreanskincare, glassskin, skincareroutine, skincaretips, kbeauty",imma need you guys to lock in! 👀 this is the skincare routine that fr TRANSFORMED my skin ✨ lmk what some of your fav skincare products are right now 🫢 @Biodance Store US @ma:nyo global @rhode skin @anua_global @TORRIDEN US @Glow Recipe @medicube global @belif USA @Vaseline #koreanskincare #glassskin #skincareroutine #skincaretips #kbeauty ,English,577900,5100000,10500,996,11.33,yes,no,personal_anecdote,unknown,na,none,na,K-beauty,yes,unknown,high,,,,,,,,,,,,,,
kaylahlorraine,6659977026400075782,577500,FALSE,"✝️ JESUS IS KING ✝️
Content Creator & Brand Partner
Beauty • Lifestyle 
TikTok shop by day, storyteller by night 
✉️ Collabs welcome: Lorrainekaylah@gmail.com",influencer,unknown,Unknown,no,7611370193998073118,https://www.tiktok.com/@kaylahlorraine/video/7611370193998073118,2026-02-27T02:43:59.000Z,10,"koreanskincare, skintransformation",Korean skincare has absolutely changed the game for me #koreanskincare #skintransformation ,English,120,7882,3,3,1.52,yes,yes,education,unknown,na,none,na,K-beauty,yes,unknown,medium,,,,,,,,,,,,,,
florie,6715044557685392389,320600,FALSE,"hey bestie you look lost...
💌 : kate@thesocialpr.co.uk
🤍🎀
⇩LINKS and LTK to shop my looks🧚⇩",influencer,unknown,UK,no,7599375109178051862,https://www.tiktok.com/@florie/video/7599375109178051862,2026-01-25T18:56:41.000Z,15,"acne, skin, transformation, accutane",It’s the worst but I promise it gets better🤍 #acne #skin #transformation #accutane ,English,17100,174600,207,26,9.79,yes,yes,education,unknown,na,none,na,Western_clinical,no,unknown,medium,,,,,,,,,,,,,,
niicccoleeee,7292420354374648875,103200,FALSE,"🎬🎥
CAST ME🤭
Fashion. Beauty. Lifestyle 
💌nicolealstonsocials@gmail.com",patient,unknown,Unknown,no,7458502218971368734,https://www.tiktok.com/@niicccoleeee/video/7458502218971368734,2025-01-11T03:58:05.000Z,55,"glassskin, glassskinroutine, acneproneskin","I think of my skin care as a ✨hobby✨ I love it so much! 

Products:
@La Roche-Posay cleanser
@PanOxyl 10%
Amazon dry brush 
@Therabody Theraface microcurrent 
and light therapy 
@GarnierUSA micellar water 
LRP HA
@OSEA Malibu algae body oil 
Tretinoin 
@SkinCeuticals triple lipid cream 
@AquaphorUS 
#glassskin #glassskinroutine #acneproneskin ",English,54100,1300000,976,317,4.16,yes,no,personal_anecdote,unknown,na,led_device,partial,Western_clinical,no,partial,high,,,,,,,,,,,,,,
alexisdimaya,7084815868937913387,571400,FALSE,"pilot 🛩️🫶🏽  
made in hawai'i
💌 alexis@idolsandicons.co",influencer,unknown,Unknown,no,7617179479588343070,https://www.tiktok.com/@alexisdimaya/video/7617179479588343070,2026-03-14T18:27:12.000Z,144,"morningskincare, acneproneskin, fungalacne, amskincare, hormonalacne","trust me on this! Lmk if you guys want more product recs for your morning skincare routine 😊🥰
@IUNIK @Peter Thomas Roth Labs @Thayers @medicube global @Abib Cosmetics @SKIN1004 US 

#morningskincare #acneproneskin #fungalacne #amskincare #hormonalacne ",English,3786,63700,78,16,5.94,yes,no,education,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
dr.mamina,6732164166663291910,1200000,TRUE,"Triple board-certified Dermatologist, Internist, & Dermatopathologist",dermatologist,unknown,Unknown,no,7523003779344633118,https://www.tiktok.com/@dr.mamina/video/7523003779344633118,2025-07-14T15:00:00.000Z,49,,"That painful, angry cyst that popped up out of nowhere? We've ALL been there 😫

Here's what you can do
✅ spot treat with benzoyl peroxide or sulfur
✅ try a pimple patch
✅ use a little OTC hydrocortisone for inflammation

But let's be real, the best fix is a quick cortisone injection from your derm. It can calm things down FAST
And if this keeps happening? It's time to talk long-term treatment

Stitch with @kimseodarsan",English,3277,388800,159,75,0.84,yes,no,education,unknown,accurate,clinically_accurate,supported,Western_clinical,no,yes,high,,,,,,,,,,,,,,
drgreeney,6817473284998136837,394800,FALSE,"Dermatologist | MD
US Army Veteran 🇺🇸
Get Amlactin ⬇️",dermatologist,unknown,US,no,7406320656188525854,https://www.tiktok.com/@drgreeney/video/7406320656188525854,2024-08-23T13:07:23.000Z,61,"cysticacne, acne, learnskincare, acnescars, nodularacne, skindoctor",How do you know if you have cystic acne and what actually can treat it #cysticacne #acne #learnskincare #acnescars #nodularacne #skindoctor ,English,488,52200,37,54,0.93,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
beautivestudio,7546297042272797718,1043,FALSE,🌿 Clean beauty  & routine 🧖‍♀️ Skincare,influencer,unknown,Unknown,no,7627942031872134423,https://www.tiktok.com/@beautivestudio/video/7627942031872134423,2026-04-12T18:30:59.000Z,165,"hormonalacne, hormonalimbalance, chinacne, hormonalbreakouts, periodtips","Hormonal breakouts on your chin and jawline aren't random — they're a signal. Deep, cystic acne in that zone is almost always tied to androgen spikes, stress hormones, or cycle imbalances that no cleanser can touch.
That's where targeted supplementation comes in. Hormonal Balance Formula combines zinc, spearmint, and key adaptogens to work from the inside out — calming inflammation, regulating sebum production, and supporting your body's natural hormone rhythm.
✔ No prescription needed
✔ No harsh side effects
✔ Just clearer skin + a calmer cycle
If you've tried every serum and still breaking out along your jawline — this is your sign to go deeper. Tap the link in our bio to learn more.
#hormonalacne #hormonalimbalance #chinacne #hormonalbreakouts #periodtips",English,77,2348,2,2,3.28,yes,no,product_promotion,unknown,misinformation,supplements,unsupported,Unknown,no,no,high,,,,,,,,,,,,,,
decorativeconcretetv,6806823249218651142,99500,FALSE,"📍New Braunfels, Tx. 🇺🇸message me via Instagram🤙🔥",influencer,unknown,Unknown,no,7108873940574965038,https://www.tiktok.com/@decorativeconcretetv/video/7108873940574965038,2022-06-13T23:41:36.000Z,32,"mexico, hardwork, paint, decorativeconcrete, duransdecorativeconcrete, foryou, parati, makenightsepic, beforeandafter, summervibes, newbraunfelstexas, newbraunfels, learnontiktok, sanantonio, austin, concrete, construction",Chulada de trabajo = beautiful work 🇺🇸 🇲🇽 #mexico #hardwork #paint #decorativeconcrete #duransdecorativeconcrete #foryou #parati #MakeNightsEpic #beforeandafter #summervibes #newbraunfelstexas #newbraunfels #learnontiktok #sanantonio #austin #concrete #construction,English,16500,441000,1167,217,3.74,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
chuyrmz0,6792414663734100998,1500000,FALSE,"🚗 Builds & Giveaways
📦 Enviando diario 🇺🇸🇲🇽
🛒 Compra & participa 👇",influencer,unknown,Unknown,no,7115933761098894635,https://www.tiktok.com/@chuyrmz0/video/7115933761098894635,2022-07-03T00:17:20.000Z,40,"fyp, para, 956, hellcat, dodge, supercharged, beforeandafter, copart, built",Reply to @emmanuel_lara11 saludos ✌️#fyp #para #956 #hellcat #dodge #supercharged #beforeandafter #copart #built,English,30600,405300,400,181,7.55,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
cobo,6745814613135442949,15000,TRUE,"Building apps and homes 🏡📱🪬
Founder of @hypelist
Previously @unfold",influencer,unknown,Unknown,no,7115541113783569710,https://www.tiktok.com/@cobo/video/7115541113783569710,2022-07-01T22:53:40.000Z,28,"beforeandafter, architecture, interiordesign, shed, tinyhouse, tinyhome","If you need me, I’ll be hiding in here. #beforeandafter #architecture #interiordesign #shed #tinyhouse #tinyhome",English,59500,1300000,2080,445,4.58,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
fitbylena,6742072136343389189,93500,FALSE,"StairMaster Queen 🐝
60lbs Weightloss Journey 
Back Acne Tips 🧴
🦚 GlowUp Enrgy",influencer,unknown,Unknown,no,7117715357695003950,https://www.tiktok.com/@fitbylena/video/7117715357695003950,2022-07-07T19:30:51.000Z,55,"stairmaster, tone, cellulites, weightloss, weightlosscheck, weightlosstransformation, weightlossprogress, weightlossinspo, beforeandafter, viralvideo, fyp, vegan, fattofit, mommyfitness, plantbased, funnyvideo, fitnesstiktok, plantbased, weightlosshumor, stairmasterworkout, 100poundsdown, glutesworkout",I’ve done 15 minutes on the #StairMaster for the past 14 days. Here are my results? I hope you do it as well. If you’re a woman: this machine is great to #tone your legs abs help with you #cellulites#weightloss #weightlosscheck #weightlosstransformation #weightlossprogress #weightlossinspo #beforeandafter #viralvideo #fyp #vegan #fattofit #mommyfitness #plantbased #funnyvideo #fitnesstiktok #plantbased #weightlosshumor #stairmasterworkout #100poundsdown #glutesworkout,English,1400000,9200000,13000,8482,15.22,no,yes,education,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
suzyazor_hairexp,6804629259898881030,23000,FALSE,"Go follow me on Instagram: suzyazor_hairexp 
📍Orlando, Fl",influencer,unknown,Unknown,no,7112765662107372846,https://www.tiktok.com/@suzyazor_hairexp/video/7112765662107372846,2022-06-24T11:23:39.000Z,6,"fyp, foryou, orlandohairstylist, haircut, haircolour, hair, beforeandafter, hairtutorial, hairtransformation",Check out my new shears 🥰🥰🥰 and look out for part 2 #fyp #foryou #orlandohairstylist #haircut #haircolour #hair #beforeandafter #hairtutorial #hairtransformation,English,23800,1300000,37,75,1.83,yes,yes,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
chloethedabbler,6838190521556026374,295,FALSE,,influencer,unknown,Unknown,no,7109842670939360555,https://www.tiktok.com/@chloethedabbler/video/7109842670939360555,2022-06-16T14:20:47.000Z,12,"beforeandafter, fleamarketfinds, fleamarket, goodfind, stripper, diy, diyproject, cheetosreaperreactions",Who let their kid paint this bust?#beforeandafter #fleamarketfinds #fleamarket #goodfind #stripper #diy #diyproject #CheetosReaperReactions,English,131900,745600,66,231,17.69,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
rollinwithkate,6707664029597271045,495300,FALSE,"🛼✈️✨🌺🤸‍♀️
roller skating•travel•lifestyle 
San Diego, CA
teamkate@undercurrent.net",influencer,unknown,US,no,7111373266920443179,https://www.tiktok.com/@rollinwithkate/video/7111373266920443179,2022-06-20T17:20:16.000Z,22,"skatepark, rollerskater, rollerskating, progress, progression, beforeandafter, rollergirl, parkskating, quadskates, fyp, foryou",do something out of your comfort zone this week!! you never know how it may turn out 🤩 #skatepark #rollerskater #rollerskating #progress #progression #beforeandafter #rollergirl #parkskating #quadskates #fyp #foryou,English,687600,7700000,11700,3010,8.93,yes,yes,product_promotion,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
thoa_bui,6920174198673441798,294200,FALSE,"I help kittens, you can too! 😻
Co-Founder of @MiniCatTown",influencer,unknown,Unknown,no,7109531667706121518,https://www.tiktok.com/@thoa_bui/video/7109531667706121518,2022-06-15T18:13:56.000Z,88,"fosterkitten, fleabath, fyp, foryoupage, fypシ, fosterkittensoftiktok, animals, animallover, kittens, kittensoftiktok, kittenrescue, spring, animalwelfare, neonatalkitten, seehergreatness, justababy, tipsandtricks, whenwomenwin, petsoftiktok, beforeandafter, bathtime, makenightsepic, catchchobanioatmilk, bathtimeroutine, bath, fleabath, dawndishsoap, dawn",Giving my #fosterkitten a #fleabath Pt.2 #fyp #foryoupage #fypシ#fosterkittensoftiktok #animals #animallover #kittens #kittensoftiktok #kittenrescue #spring #animalwelfare #neonatalkitten #seehergreatness #justababy #tipsandtricks #whenwomenwin #petsoftiktok #beforeandafter #bathtime #MakeNightsEpic #CatchChobaniOatmilk #bathtimeroutine #bath #fleabath #dawndishsoap #dawn,Japanese,2900000,18800000,21300,11100,15.43,yes,no,education,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
colinweng,6731138422713762821,666400,FALSE,"Elite Strength • Lifetime Natural
1.1m+ on YouTube",influencer,unknown,Unknown,no,7109561116262485290,https://www.tiktok.com/@colinweng/video/7109561116262485290,2022-06-15T20:08:12.000Z,18,"gym, fitness, bodybuilding, powerlifting, transformation, beforeandafter, form, meme","I was not him, but now I am him #gym #fitness #bodybuilding #powerlifting #transformation #beforeandafter #form #meme",English,81300,437100,461,435,18.6,no,yes,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
pablobuilds,6722128724588135430,36300,FALSE,"We ✨transform  ✨ outdoor spaces. 
Instagram: pgbuildersandlandscape
Website 👇🏻",influencer,unknown,Unknown,no,7118240154971671851,https://www.tiktok.com/@pablobuilds/video/7118240154971671851,2022-07-09T05:27:20.000Z,10,"landscape, outdoorspace, landscapeideas, design, beforeandafter, concrete, hgtv, homedepot, fyp, viral, foryou",Small bench. Big transformation! #landscape #outdoorspace #landscapeideas #design #beforeandafter #concrete #hgtv #homedepot #fyp #viral #foryou,English,11500,297000,1216,58,3.87,yes,yes,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
philsmypharmacist,6974083283051365382,2100000,TRUE,Empowering you to take control of your health- Check out @philsmypharmacistfinds,influencer,unknown,Unknown,no,7533030476043357495,https://www.tiktok.com/@philsmypharmacist/video/7533030476043357495,2025-07-31T00:06:00.000Z,65,"fentysuperbrandday, philsmypharmacist, dollartree","Effective and affordable acne hack from Dollar Tree! 

#fentysuperbrandday #philsmypharmacist #dollartree ",English,14900,190200,7430,177,7.83,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
philsmypharmacist,6974083283051365382,2100000,TRUE,Empowering you to take control of your health- Check out @philsmypharmacistfinds,influencer,unknown,Unknown,no,7625411405331696909,https://www.tiktok.com/@philsmypharmacist/video/7625411405331696909,2026-04-05T22:51:11.000Z,53,"philsmypharmacist, dollartreehacks, healtheducation, acnebodywash, bodyacne","Spending $40 on a body acne wash is criminal when this exists 👇
Body acne washes are a total racket. $30, $40, $50 for something you can make at home for $2.50 and it’ll actually be gentler on sensitive skin.
Here’s why this works: salicylic acid unclogs pores without stripping your skin dry. The trick is diluting it into a creamy, glycerin-rich base so you get the treatment without the irritation.
Here’s the exact recipe:
	∙	Dollar Tree 3% salicylic acid cream (full tube)
	∙	Simple baby shampoo (pour out until you have about 60g left)
	∙	Mix them together
That’s it. You end up with a 1% salicylic acid creamy body wash for $2.50 that does exactly what the expensive stuff promises.
Your skin doesn’t know the difference. Your wallet does. 💊

#philsmypharmacist #dollartreehacks #healtheducation #acnebodywash #bodyacne ",English,8620,134100,1751,143,6.43,yes,no,education,unknown,accurate,clinically_accurate,supported,Western_clinical,no,yes,high,,,,,,,,,,,,,,
daninicholls,6624401216377274373,160500,FALSE,"skincare snob 🧖🏾‍♀️ 
2026 bride🤍 london girl   
mgmt@daninicholls.com
YouTube weekly ↓",influencer,female,UK,no,7357814809766759713,https://www.tiktok.com/@daninicholls/video/7357814809766759713,2024-04-14T19:59:26.000Z,108,"chemicalpeel, creatorsearchinsights",Would you do one? 🐍 #chemicalpeel #creatorsearchinsights ,English,248700,7000000,16900,1961,3.55,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dhayanne.foster,7590841176510678038,2121,FALSE,"Mum life + Beauty 🇬🇧
Skin • Hair • Makeup 💕 Hemel H. 
Honest reviews | TikTok Shop ✨
📧 dhaayannef@icloud.com",patient,unknown,Unknown,no,7627507615748132098,https://www.tiktok.com/@dhayanne.foster/video/7627507615748132098,2026-04-11T14:25:13.000Z,13,"skincarejourney, glowup, beforeandafter, skincareroutine","10 days. No filters. Just consistency ✨
I finally decided to take care of my skin properly and this is the result so far… and I’m just getting started 💖

If you’ve been thinking about starting your skincare journey, this is your sign. Stay consistent — it really works!

#skincarejourney #glowup #beforeandafter #skincareroutine ",English,16,413,0,3,3.87,yes,no,personal_anecdote,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
aamnaadel,6807857701374411782,1800000,TRUE,"Dermatologist & hair expert 🎀 
founder @rhute 
💌 dradel@markhortalent.com",dermatologist,unknown,Unknown,no,7591960494164970774,https://www.tiktok.com/@aamnaadel/video/7591960494164970774,2026-01-05T19:24:16.000Z,34,"dermatologist, hygiene, hygieneproducts, bodycareroutine, ratingskincare",My brutally honest opinion…do you agree? 👀 #dermatologist #hygiene #hygieneproducts #bodycareroutine #ratingskincare ,English,136200,3900000,15500,741,3.49,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
