creator_username,creator_id,creator_followers,subject_of_experience,intent_clarity,views,likes,comments,shares,engagement_rate,claim_type,claim_accuracy,evidence_present,label_confidence,Language,video_shot_complexity,face_visibility,indoor_outdoor,creator_gender,creator_race_visual,before_after_claim,No._people_video,condition_duration,condition_recurrence,active_ingredient,product_name,product_brand,country_origin,video_duration_seconds,creator_age_range,creator_type,creator_motivation,video_format,Video_type,skin_condition_type,skin_severity,treatment_type,outcome_type,side_effects,time_to_result_claim,unrealistic_claim_flag,sponsored_content,affiliate_link_present,hashtags,condition_extent,misinfo_label
denverskindoc,denverskindoc,14.09471303000846,patient,2,12.243854824489109,8.451053388911692,4.276666119016055,5.159055299214529,2.25,led_device,partial,yes,1,en,3,yes,indoor,male,white,0,2,years,yes,tretinoin,"LED red light therapy device, PDRN cream",none,United States,4.61512051684126,adult,dermatologist,education,duet_stitch,0.0,unclear,0,mixed,promised_only,none_mentioned,none,0,unclear,no,"#dermatologist, #kbeauty, #redlight, #pdrn, #skincareroutine",face_only,no
dr.mamina,dr.mamina,14.031024275987106,general_advice,2,15.671808704579888,13.358385246060271,7.748028524432376,9.433563920090563,9.89,clinically_accurate,supported,no,2,en,3,yes,indoor,female,mixed,0,3,days,unknown,none,"Elta MD Tinted, La Roche-Posay 70, Elta MD Elements, Skin Better Tone Smart SPF 75, Neutrogena UV Liquid sunscreen, Elta UV Clear, Cetaphil SPF 50","Elta MD, La Roche-Posay, Skin Better, Neutrogena, Cetaphil",United States,4.418840607796598,adult,dermatologist,education,duet_stitch,0.0,unclear,0,topical,promised_only,none_mentioned,none,0,unclear,no,"#sunscreen, #dermnurse, #dermatologist, #skincancer, #acne, #dermoffice, #dermstaff, #medicalassistant, #cryotherapy",unknown,no
skinbydrazi,skinbydrazi,14.451254765370315,patient,2,13.997832948091215,10.295563423525277,4.948759890378168,6.51025834052315,2.47,clinically_accurate,supported,anecdotal,2,en,3,yes,indoor,female,mixed,1,2,days,unknown,tretinoin,tretinoin,none,United States,3.7612001156935624,young_adult,patient,personal_sharing,duet_stitch,0.0,acne,3,topical,improved,none_mentioned,days,0,unclear,no,"#duet, #sunburn, #dermatologist, #skincare, #spf, #tretinoin, #acne, #retinol, #skincareroutine",face_only,no
dermarkologist,dermarkologist,13.961621001545621,general_advice,2,10.064798252418377,7.687538766201629,3.871201010907891,4.48863636973214,9.28,clinically_accurate,partial,yes,1,en,2,yes,indoor,male,white,1,1,unknown,yes,retinol,none,none,United States,4.356708826689592,adult,dermatologist,education,talking_head,0.0,mixed,0,topical,promised_only,none_mentioned,none,0,no,no,"#dermarkologist, #dermatologist, #skincaretips",face_only,no
letlovesparrkle,letlovesparrkle,6.54965074223381,patient,2,6.124683390894205,3.6109179126442243,1.3862943611198906,0.6931471805599453,7.89,general_advice,na,no,1,en,3,yes,indoor,female,white,0,1,unknown,unknown,none,none,none,United States,1.9459101490553132,adult,dermatologist,promotion,talking_head,0.0,mixed,0,none,promised_only,none_mentioned,none,0,no,no,"#DermPA, #SkinCareExpert, #NewInTown, #Dermatology, #HealthySkin",unknown,yes
okcskincareexpert,okcskincareexpert,7.384610383176974,self,2,5.231108616854587,2.995732273553991,0.0,0.6931471805599453,10.22,product_promotion,na,anecdotal,1,en,3,yes,indoor,female,black,1,1,years,yes,none,Lenox Peel,Lenox,United States,3.258096538021482,adult,influencer,promotion,demo,0.0,mixed,1,professional_procedure,promised_only,none_mentioned,none,0,yes,yes,"#LenoxPeel, #PeelJourney, #ChemicalPeel, #LenoxSkincare, #CorrectiveSkincare",face_only,yes
pacifictouchskincare,pacifictouchskincare,9.41678527366734,general_advice,1,9.425532393502772,5.8522024797744745,3.4965075614664802,2.4849066497880004,2.8,product_promotion,partial,no,1,en,2,yes,indoor,female,white,0,1,unknown,yes,none,none,none,unknown,5.0238805208462765,adult,influencer,education,talking_head,0.0,acne,0,topical,promised_only,none_mentioned,none,0,unclear,no,"#acneexpert, #acneproneskin, #acneproneskincare, #pacifictouchmethod, #clearskintips",face_only,yes
dermarkologist,dermarkologist,13.961621001545621,general_advice,2,13.375455557880317,9.09829086816756,5.5053315359323625,7.122866658599083,1.39,clinically_accurate,supported,yes,2,en,3,yes,indoor,male,white,0,2,years,yes,"tretinoin, retinol","retinol, tretinoin",none,United States,4.276666119016055,adult,dermatologist,education,duet_stitch,0.0,unclear,0,topical,promised_only,none_mentioned,none,0,no,no,"#retinol, #dermarkologist, #antiagingskincare, #skincaretips, #tretinoin",face_only,no
dermangelo,dermangelo,13.276259739181206,general_advice,2,13.159082888234298,9.525224101853109,5.327876168789581,4.653960350157523,2.64,clinically_accurate,partial,anecdotal,1,en,2,yes,indoor,female,white,0,2,unknown,yes,tretinoin,tretinoin,none,United States,5.198497031265826,adult,dermatologist,education,duet_stitch,0.0,unclear,0,topical,promised_only,none_mentioned,none,1,unclear,no,"#duet, #dermreacts, #dermatologist, #skincare, #dermangelo, #tretinoin, #advancedskincare",face_only,no
dermdoctor,dermdoctor,16.694313881027288,patient,2,16.536806051605975,12.799125972742269,8.62191350218664,8.854379458771108,2.38,general_advice,na,no,1,en,3,yes,indoor,male,white,1,2,days,unknown,none,none,none,unknown,2.6390573296152584,adult,dermatologist,education,duet_stitch,0.0,unclear,2,oral,promised_only,pain,none,0,unclear,no,"#duet, #dermdoctor, #herpes, #dermatologist, #learnontiktok, #tiktokpartner",face_only,yes
dermangelo,dermangelo,13.276259739181206,general_advice,2,9.179778066393542,6.415096959171596,2.995732273553991,1.6094379124341003,6.29,clinically_accurate,supported,yes,2,en,3,yes,indoor,male,white,0,1,unknown,unknown,benzoyl peroxide,Tula Under Eye Balm,Tula,United States,5.087596335232384,young_adult,dermatologist,education,duet_stitch,0.0,unclear,0,topical,promised_only,none_mentioned,none,0,no,no,"#duet, #dermreacts, #skincare, #dermatologist, #dermangelo",unknown,no
dermangelo,dermangelo,13.276259739181206,patient,1,15.039286283703994,12.291337080838684,7.4360278163518485,7.7336835707759,6.41,general_advice,partial,anecdotal,1,en,3,yes,indoor,male,white,1,2,unknown,yes,snail mucin,"snail mucin, microneedle roller, charlotte tilbury lineage lip-sleeping mask",charlotte tilbury,United States,3.8066624897703196,young_adult,dermatologist,education,duet_stitch,0.0,unclear,2,mixed,unclear,redness,none,0,unclear,no,"#duet, #dermreacts, #skincare, #skincareroutine, #dermatologist, #dermangelo, #SkinCare",face_only,no
dermangelo,dermangelo,13.276259739181206,general_advice,1,13.997832948091215,10.413342705547674,5.971261839790462,6.0014148779611505,2.78,general_advice,partial,anecdotal,1,en,3,yes,indoor,female,asian,1,2,days,unknown,none,"facial spray, eye cream, sunscreen, brow gel, compact brush, hair perfume",Terry Mugler,United States,4.290459441148391,adult,dermatologist,education,duet_stitch,0.0,unclear,1,topical,unclear,none_mentioned,none,0,unclear,no,"#onthisday, #dermreacts, #skincare, #dermatologist, #dermangelo",face_only,no
dermangelo,dermangelo,13.276259739181206,general_advice,2,9.937937287265354,5.780743515792329,1.6094379124341003,2.4849066497880004,1.56,clinically_accurate,supported,no,2,en,2,yes,indoor,male,white,0,2,unknown,unknown,none,none,none,United States,2.6390573296152584,young_adult,dermatologist,education,duet_stitch,0.0,unclear,0,device,unclear,none_mentioned,none,0,unclear,no,"#duet, #dermreacts, #skincare, #dermatologist, #dermangelo",face_only,no
dermangelo,dermangelo,13.276259739181206,general_advice,2,13.258991719526398,10.318935994253193,5.1647859739235145,6.395261598115449,5.29,none,na,no,2,en,2,yes,indoor,male,white,0,2,unknown,unknown,none,Kiehl's cleanser,Kiehl's,United States,3.9512437185814275,young_adult,dermatologist,education,duet_stitch,0.0,unclear,3,topical,worsened,none_mentioned,none,0,no,no,"#dermreacts, #skincare, #dermatologist, #reaction, #reactionvideo",unknown,no
drdrayzday,drdrayzday,13.423175867384225,general_advice,2,14.285514812209815,10.781058245898533,6.0473721790462776,5.641907070938114,3.01,general_advice,supported,no,2,en,3,yes,indoor,female,mixed,0,2,weeks,unknown,niacinamide,none,none,United States,4.174387269895637,young_adult,dermatologist,education,duet_stitch,0.0,unclear,0,lifestyle,unclear,none_mentioned,none,1,no,no,"#morningshed, #skincareroutine, #dermreacts",face_only,not_sure
dermangelo,dermangelo,13.276259739181206,general_advice,2,14.946912992035967,11.33381076072374,6.532334292222349,6.866933284461882,2.7,clinically_accurate,supported,anecdotal,2,en,3,yes,indoor,female,asian,1,2,unknown,yes,none,"toner pads, toner, facial spray, sunscreen stick, foundation, setting spray",none,United States,5.8377304471659395,young_adult,dermatologist,education,duet_stitch,0.0,unclear,1,mixed,unclear,none_mentioned,none,0,unclear,no,"#onthisday, #dermreacts, #skincare, #dermatologist, #dermangelo",face_only,no
drhellenkhasten,drhellenkhasten,10.647042635639918,general_advice,2,11.13751903414526,8.164225652265827,4.68213122712422,5.384495062789089,5.11,clinically_accurate,supported,yes,2,en,2,yes,indoor,female,black,0,1,years,yes,"benzoyl peroxide, salicylic acid",none,none,United States,4.969813299576001,adult,dermatologist,education,talking_head,0.0,acne,0,none,no_change,none_mentioned,none,0,no,no,"#creatorsearchinsights, #healthfacts, #DoctorExplains, #evidencebased, #acne",face_only,not_sure
doctoryoun,doctoryoun,15.952996926059882,general_advice,2,14.978661680269907,12.692198731681815,6.747586526829315,8.872487182278038,10.16,clinically_accurate,supported,yes,2,en,3,yes,indoor,female,asian,1,2,unknown,unknown,none,hydrocolloid patches,none,unknown,2.772588722239781,adult,dermatologist,education,duet_stitch,0.0,acne,1,topical,improved,none_mentioned,days,0,unclear,no,"#duet, #hydrocolloid, #acne, #pimples, #skincare, #zits, #pimpletreatment, #doctor",face_only,yes
drsomjiskin,drsomjiskin,11.243489253126375,patient,2,12.974097680379948,9.581972891547895,5.572154032177765,7.155396301896734,3.36,dietary_cure,partial,anecdotal,1,en,3,yes,indoor,male,south_asian,1,1,years,yes,"azelaic acid, retinol, salicylic acid",none,none,Brazil,4.356708826689592,adult,dermatologist,education,talking_head,0.0,hormonal_acne,2,mixed,promised_only,none_mentioned,none,0,no,no,"#AdultAcne, #SkinStruggles, #AcneSolutions, #DoctorExplains, #SkincareThatWorks",face_and_body,no
drbergofficial,drbergofficial,14.69358547960104,general_advice,2,11.298506245754995,8.142063283104147,3.784189633918261,6.6293632534374485,4.26,anti_isotretinoin,FALSE,no,2,en,3,yes,indoor,male,white,1,1,years,yes,"vitamin a, zinc","accutane, cod liver oil",Roche,United States,4.04305126783455,older_adult,other,education,talking_head,0.0,acne,2,mixed,promised_only,other,none,1,unclear,yes,"#drericberg, #acne, #skinhealth",face_only,no
drsomjiskin,drsomjiskin,11.243489253126375,patient,2,12.000897933306716,8.45553053102413,3.1780538303479458,7.438383530044307,2.89,dietary_cure,partial,yes,1,en,2,yes,indoor,male,south_asian,1,1,unknown,unknown,none,none,none,unknown,4.454347296253507,adult,dermatologist,education,talking_head,0.0,acne,1,mixed,promised_only,none_mentioned,none,0,no,no,"#MaleAcne, #AdultAcne, #SkinDoctor, #SkincareForMen, #MensSkinCare, #DermTok, #SkinDoctor, #ClearSkinTips, #MensHealth, #AcneTreatment, #TikTokDerm, #AcneHelp",face_and_body,no
drbergofficial,drbergofficial,14.69358547960104,self,2,13.406490638996171,10.407318772389159,4.624972813284271,7.905810312658931,4.98,dietary_cure,partial,anecdotal,2,lt,3,yes,indoor,male,white,0,1,unknown,yes,"vitamin d3, zinc, magnesium",Claricell,none,United States,3.8918202981106265,middle_aged,patient,education,talking_head,0.0,acne,0,mixed,improved,none_mentioned,none,1,unclear,no,#7456079270704581918,unknown,no
dr.victor.dermato,dr.victor.dermato,9.708931458073831,general_advice,1,13.58029569059718,10.142543822310387,6.9865664594064265,7.698029170272805,3.21,general_advice,na,no,0,en,2,yes,indoor,male,black,0,1,unknown,yes,none,none,none,Zimbabwe,5.056245805348308,adult,dermatologist,education,talking_head,0.0,hormonal_acne,2,unclear,promised_only,none_mentioned,none,1,unclear,no,"#creatorsearchinsights, #zedtiktok, #fyp, #foryoupage, #tiktok",face_only,yes
dr.victor.dermato,dr.victor.dermato,9.708931458073831,general_advice,0,11.336200219573199,7.659171367666058,4.820281565605037,5.187385805840755,2.53,general_advice,partial,no,0,en,2,yes,indoor,male,black,0,3,unknown,unknown,none,none,none,Zimbabwe,5.278114659230517,adult,dermatologist,education,talking_head,0.0,mixed,0,unclear,promised_only,none_mentioned,none,1,no,no,"#zedtiktok, #creatorsearchinsights, #fyp, #foryoupage, #tiktok",face_only,yes
dermguru,dermguru,14.335274713758881,general_advice,2,15.623799493077952,12.669809806411457,7.589335823170617,9.488047863280759,5.21,clinically_accurate,partial,no,1,en,3,yes,indoor,female,white,0,1,unknown,unknown,salicylic acid,none,none,United States,3.6888794541139363,young_adult,influencer,education,talking_head,0.0,unclear,0,topical,promised_only,none_mentioned,none,1,unclear,no,"#dermguru, #PMskincareroutine, #dermtips, #skincareroutinetips, #skincare101",face_only,no
dermguru,dermguru,14.335274713758881,general_advice,2,11.850832386224807,9.006754319877503,4.276666119016055,6.061456918928017,5.82,general_advice,partial,anecdotal,1,en,2,yes,indoor,female,white,0,1,weeks,yes,none,none,none,United States,4.23410650459726,adult,dermatologist,education,talking_head,0.0,acne,0,lifestyle,promised_only,none_mentioned,none,0,no,no,"#glowup, #howtoglowup, #freeskincareadvice, #antiaging, #dermguru, #dermtok, #antiagingskincare, #antiagingtips",face_only,no
dr.mamina,dr.mamina,14.031024275987106,general_advice,2,14.077875591662238,10.295563423525277,4.465908118654584,7.284134806195205,2.28,clinically_accurate,supported,yes,2,en,2,yes,indoor,female,asian,0,1,unknown,yes,"adapalene, salicylic acid","glyderm gentle cleanser, skin medica aha bha cleanser","glyderm, skin medica",United States,4.6913478822291435,adult,dermatologist,education,talking_head,0.0,unclear,0,lifestyle,promised_only,none_mentioned,none,0,no,no,"#skincare, #shaving, #skinprep, #razorbumps, #razorburn, #derm, #dermatologist",face_only,no
denverskindoc,denverskindoc,14.09471303000846,patient,2,12.961962203877555,8.63994165667529,4.356708826689592,5.54907608489522,1.33,clinically_accurate,supported,yes,2,en,2,yes,indoor,male,white,0,1,months,unknown,isotretinoin,"Accutane, isotretinoin",Accutane,United States,3.970291913552122,adult,dermatologist,education,talking_head,0.0,cystic_acne,3,oral,promised_only,dryness,months,0,no,no,"#stitch, #accutanejourney, #accutanecheck, #dermatologist, #theteaonaccutane, #accutane, #isotretinoin, #acne, #acnescars, #whatisaccutane",face_only,no
rileysaurage,rileysaurage,14.098967718029487,self,0,11.808583147519697,8.888342869109282,4.248495242049359,4.143134726391533,5.39,none,na,no,0,en,2,yes,indoor,female,white,1,1,unknown,unknown,none,none,none,unknown,5.19295685089021,young_adult,influencer,personal_sharing,demo,0.0,acne,1,topical,improved,none_mentioned,none,0,no,no,,face_and_body,yes
maibodyyy,maibodyyy,0.0,self,1,11.755879486687116,9.220389707829185,5.087596335232384,5.598421958998375,7.92,general_advice,na,no,0,en,2,yes,indoor,female,white,0,1,days,unknown,isotretinoin,accutane,Westman-Atelier,United States,5.407171771460119,young_adult,patient,advocacy,talking_head,0.0,acne,1,oral,unclear,none_mentioned,none,0,unclear,no,"#accutane, #accutanejourney, #acneskin, #acnescars, #accutanetips",face_only,yes
moeashia,moeashia,8.604104563405533,self,2,13.138632317595505,10.716659698193956,5.087596335232384,6.424869023905388,8.87,clinically_accurate,supported,anecdotal,2,en,2,yes,indoor,female,black,1,1,months,unknown,isotretinoin,accutane,Accutane,United States,3.5263605246161616,young_adult,patient,personal_sharing,before_after,0.0,acne,2,oral,improved,none_mentioned,months,0,no,no,"#accutanejourney, #accutane, #accutanetips, #blackaccutane",face_only,yes
h.u.e.health,h.u.e.health,0.0,general_advice,1,12.875441857585288,9.181940897454485,3.9512437185814275,6.966024187106113,2.49,anti_isotretinoin,partial,no,2,en,3,no,unknown,unknown,unknown,1,0,unknown,no,isotretinoin,Accutane,Accutane,United States,3.5263605246161616,not_identified,other,education,other,,acne,2,oral,improved,none_mentioned,months,1,no,no,"#health, #tiktokhealth, #feeling, #psychologist",unknown,no
drdavidkim,drdavidkim,12.111998201889316,self,2,15.150511887854474,10.936689829317784,6.26530121273771,7.550661243105336,1.48,clinically_accurate,partial,anecdotal,1,en,2,yes,indoor,male,asian,0,1,years,yes,isotretinoin,"Accutane, isotretinoin, Embryolisse moisturizer, Skin Fix gel moisturizer, Vaseline Lip Therapy, sunscreen","Embryolisse, Skin Fix, Vaseline",United States,3.9889840465642745,middle_aged,dermatologist,education,talking_head,0.0,acne,3,oral,improved,dryness,none,0,no,no,"#stitch, #dermatologist, #dermatology, #drdavidkimderm, #skincare, #skincareroutine, #skincaretips, #acne, #accutane, #acnescars, #learnontiktok, #skintok, #fypage",face_only,no
leah.kateb,leah.kateb,15.516042136827604,self,2,15.341567078850604,12.718599820835916,7.305860032684009,9.648659816955295,7.26,general_advice,partial,anecdotal,1,en,2,yes,indoor,female,asian,0,1,years,yes,isotretinoin,accutane,Roche,United States,6.182084906716632,young_adult,patient,personal_sharing,talking_head,0.0,acne,3,mixed,improved,dryness,months,0,no,no,"#accutane, #skincare",face_only,no
drdrayzday,drdrayzday,13.423175867384225,general_advice,2,13.099096797545785,9.015298250772847,4.584967478670572,6.3578422665081,1.68,clinically_accurate,partial,yes,2,en,3,yes,indoor,female,white,1,1,unknown,yes,isotretinoin,"accutane, petroleum jelly, vaseline, aquaphor, hydrocortisone lip balm",Dr. Dan's,United States,4.204692619390966,adult,influencer,education,talking_head,0.0,cystic_acne,0,mixed,promised_only,dryness,days,0,unclear,no,"#accutane, #accutanetips, #dermatologist, #creatorsearchinsights",face_only,no
drdavidkim,drdavidkim,12.111998201889316,general_advice,2,13.910821646859095,11.020283511637867,5.6937321388027,7.907283609426348,5.55,clinically_accurate,partial,yes,1,en,2,yes,indoor,male,asian,1,1,years,yes,"benzoyl peroxide, salicylic acid, tretinoin, retinol, niacinamide","cleanser, tretinoin, retinol, brightening serum, tinted mineral sunscreen",Dr. David Kim Derm,United States,3.8918202981106265,middle_aged,dermatologist,education,talking_head,0.0,acne_scars,2,topical,promised_only,none_mentioned,none,0,unclear,no,"#dermatology, #drdavidkimderm, #skincare, #skincareroutine, #acne, #acnescars, #vitaminc, #retinol, #cleanser, #glycolicacid, #skintok, #greenscreen",face_only,no
drgeria,drgeria,10.537123553672528,general_advice,2,10.894904309600681,10.264687244346277,2.772588722239781,8.182279739259018,53.25,clinically_accurate,supported,yes,2,en,3,yes,indoor,male,middle_eastern,0,1,unknown,unknown,none,none,none,United States,2.995732273553991,adult,dermatologist,education,talking_head,0.0,acne_scars,2,professional_procedure,no_change,none_mentioned,none,0,no,no,"#dermatologist, #acnescars",face_only,no
albinasglam,albinasglam,0.0,general_advice,2,12.387147592295292,7.9714309977693505,3.8501476017100584,5.598421958998375,1.21,product_promotion,partial,no,1,en,3,partial,indoor,female,white,1,1,unknown,unknown,none,none,none,United States,3.091042453358316,young_adult,influencer,promotion,before_after,0.0,mixed,2,topical,improved,none_mentioned,days,0,unclear,no,"#acne, #acnescars, #darkspots, #egf, #koreanskincare",face_only,yes
rooted.reflections,rooted.reflections,11.327679636659028,unknown,0,15.009433329466965,12.681377821708454,6.692083742506628,8.407601514786142,9.75,none,na,no,0,en,3,yes,indoor,female,white,0,1,unknown,unknown,none,none,none,unknown,3.6375861597263857,adult,other,promotion,demo,0.0,unclear,0,device,promised_only,none_mentioned,none,0,no,no,"#dayinthelifeofanesthetician, #estheticianbusiness, #estheticianlife, #estheticiantiktok, #esthiebestie, #soloesthetician, #lashbusiness, #6figureesthetician, #estheticianadvice, #careermotivation, #estheticianmotivation, #estheticianthings, #estheticianstudent, #estheticiansoftiktok",face_only,yes
blklblesthetics,blklblesthetics,10.476104176458326,general_advice,2,11.898874704662955,7.689828668736484,3.1354942159291497,4.290459441148391,1.49,none,na,no,2,en,2,yes,indoor,female,white,0,2,unknown,unknown,none,none,none,United States,4.007333185232471,young_adult,influencer,education,talking_head,0.0,unclear,0,professional_procedure,unclear,none_mentioned,none,0,no,no,"#esthetician, #estheticianlife, #estheticiantiktok, #soloesthetician, #soloestheticiantips, #soloesthi",unknown,yes
skinwithceleste,skinwithceleste,9.62258246436337,general_advice,1,7.348587530927593,4.804021044733257,1.0986122886681098,1.3862943611198906,7.79,general_advice,na,no,0,en,2,yes,indoor,female,hispanic,0,1,unknown,unknown,none,none,none,United States,4.812184355372417,young_adult,other,promotion,talking_head,0.0,unclear,1,professional_procedure,promised_only,none_mentioned,none,0,no,unclear,"#esthetician, #firstfacial, #skincare, #buffalofacials, #buffaloesthetician",face_only,yes
reneesdays,reneesdays,11.703132516038174,self,2,13.156766736486944,10.404293143019792,4.852030263919617,6.891625897052253,6.38,none,na,no,2,en,2,yes,indoor,female,white,0,1,unknown,unknown,none,none,none,United States,4.804021044733257,young_adult,influencer,personal_sharing,talking_head,0.0,unclear,0,none,no_change,none_mentioned,none,0,no,no,"#leaveyour9to5, #estheticianlife, #estheticiantiktok, #howtobeanesthetician, #estheticianschool, #browtraining",face_only,yes
skincarewithmorgan,skincarewithmorgan,13.619038148464877,unknown,1,9.38437770918244,6.253828811575473,2.0794415416798357,2.1972245773362196,4.36,none,na,no,0,en,3,yes,indoor,female,white,1,2,unknown,unknown,none,none,none,unknown,7.610357618312838,adult,other,promotion,demo,0.0,unclear,1,professional_procedure,promised_only,none_mentioned,instant,1,unclear,no,"#asmr, #facial, #esthetician, #skincare, #facialasmr",face_and_body,yes
drdrayzday,drdrayzday,13.423175867384225,general_advice,2,14.80876270134486,11.534696741439683,6.489204931325317,7.5443321080536885,3.79,clinically_accurate,supported,yes,2,en,3,yes,indoor,female,white,0,2,years,yes,benzoyl peroxide,panoxyl,panoxyl,United States,4.174387269895637,adult,dermatologist,education,duet_stitch,0.0,acne,0,topical,no_change,none_mentioned,none,0,no,no,"#panoxyl, #benzoylperoxide, #dermatologist",body_only,no
esotericesthetician,esotericesthetician,8.00603417874901,general_advice,2,9.798182590890704,6.300785794663244,3.044522437723423,2.3978952727983707,3.02,product_promotion,partial,no,1,en,2,yes,indoor,female,white,0,1,unknown,unknown,benzoyl peroxide,Benzoyl Peroxide,GlyMed Plus Skincare,United States,5.768320995793772,young_adult,other,education,talking_head,0.0,acne,1,topical,promised_only,none_mentioned,none,0,yes,no,"#estheticiantips, #estheticianstudent, #benzoylperoxide, #acnetreatment, #acnespecialist",face_only,yes
drjennyliu,drjennyliu,13.019147227616388,general_advice,1,12.52815976788113,8.881141619321468,4.430816798843313,6.650279048587422,2.61,clinically_accurate,supported,yes,2,en,3,yes,indoor,female,asian,0,1,weeks,yes,tretinoin,tretinoin,Padagis,United States,3.784189633918261,young_adult,dermatologist,education,talking_head,0.0,acne,2,topical,promised_only,none_mentioned,none,0,unclear,no,"#tretinoin, #dermatologist, #skincarehacks",face_only,no
jc.dombrowski,jc.dombrowski,14.832349725990857,general_advice,1,9.741027444837728,7.085901464365611,4.653960350157523,3.784189633918261,7.02,clinically_accurate,partial,no,0,en,2,yes,indoor,female,white,0,1,unknown,unknown,tretinoin,tretinoin,Obagi,unknown,5.634789603169249,young_adult,influencer,education,talking_head,0.0,acne,0,topical,unclear,none_mentioned,none,0,no,no,"#CapCut, #acne, #tretinoin, #skincare, #biology",face_only,yes
shandrickafreeanna,shandrickafreeanna,11.985507018511935,self,1,9.711176264112805,6.289715570908998,3.091042453358316,3.6375861597263857,3.26,clinically_accurate,partial,anecdotal,1,en,2,yes,both,female,black,1,1,unknown,unknown,tretinoin,tretinoin,none,unknown,5.958424693029782,young_adult,patient,personal_sharing,before_after,0.0,acne,2,topical,improved,none_mentioned,none,0,no,no,"#Tretinoin, #SkincareJourney, #SkinTransformation, #AcneJourney, #GlowUpSkin",face_only,yes
dermarkologist,dermarkologist,13.961621001545621,general_advice,2,14.220976332738882,10.803669227477098,5.552959584921617,8.577347114235984,3.28,clinically_accurate,partial,no,1,en,3,yes,indoor,male,white,0,1,unknown,unknown,"niacinamide, salicylic acid, retinol, azelaic acid","MELA B3 Serum, Vitamin C Cream, Retinol Serum, Peptides Collagen Wrinkle Serum","La Roche-Posay, Kiehl's, PeptideTherapy",United States,3.4657359027997265,adult,dermatologist,education,talking_head,0.0,acne_scars,0,topical,promised_only,none_mentioned,none,1,unclear,no,"#niacinamide, #skincaretips, #drmark, #dermarkologist",face_only,no
dr_ingky,dr_ingky,13.734045589356983,general_advice,2,15.039286283703994,11.310821520675269,7.564238475170491,8.742414582525413,2.4,clinically_accurate,partial,anecdotal,1,en,2,yes,indoor,male,asian,0,1,unknown,unknown,niacinamide,the ordinary niacinamide 10% with zinc 1%,the ordinary,unknown,3.784189633918261,adult,dermatologist,education,talking_head,0.0,acne,0,topical,worsened,none_mentioned,none,0,no,no,"#TikTokGuru, #learnontiktok, #jombelajar, #theordinary, #niacinamide",unknown,no
melrobbins,melrobbins,15.549068540128836,general_advice,1,10.465984899076615,6.255750041753367,2.8903717578961645,4.709530201312334,1.48,hormone_supplement,partial,anecdotal,1,en,2,yes,indoor,female,white,0,1,unknown,yes,spironolactone,"spironolactone, birth control",none,United States,4.875197323201151,adult,dermatologist,education,talking_head,0.0,hormonal_acne,0,oral,promised_only,other,none,0,unclear,no,"#melrobbins, #spironolactone, #birthcontrol, #hormones, #womenshealth",unknown,yes
skin.ken,skin.ken,10.368321592451126,self,1,13.473866369829542,9.961803629358965,4.8283137373023015,6.327936783729195,2.98,product_promotion,partial,anecdotal,1,en,2,partial,indoor,female,asian,0,1,unknown,unknown,azelaic acid,"Azelaic Acid Cream 15, Azelaic Acid Peptide Ampoule Serum","KISOCARE, APLB",South Korea,3.258096538021482,young_adult,patient,personal_sharing,talking_head,0.0,mixed,1,topical,improved,none_mentioned,none,0,no,no,"#azelaicacid, #azelaicacidserum, #koreanskincare, #koreanskincareproducts, #skincareviral",face_only,no
furyskinfacts,furyskinfacts,10.008027731810053,general_advice,2,12.586906889141513,9.296609807128359,4.736198448394496,6.492239835020471,3.72,clinically_accurate,supported,yes,2,en,2,yes,indoor,male,asian,0,2,unknown,unknown,azelaic acid,ANUA Azelaic Acid 10+ Hyaluron,ANUA,United States,3.044522437723423,adult,dermatologist,education,talking_head,0.0,acne,0,topical,promised_only,none_mentioned,none,0,unclear,no,"#selfcare, #skincare, #azelaicacid, #acne, #sensitiveskin",face_only,no
natalie_oneillll,natalie_oneillll,13.850958779595754,self,2,14.946912992035967,11.269591961359195,6.994849985833071,7.380879035564116,2.53,product_promotion,partial,anecdotal,1,en,2,yes,indoor,female,white,0,1,unknown,yes,azelaic acid,"Phenacia, Dermatica",Finacea,unknown,5.135798437050262,young_adult,influencer,education,talking_head,0.0,hormonal_acne,1,topical,promised_only,none_mentioned,none,0,no,no,"#azelaicacid, #rosaceaskincare, #rosaceaskincaretips, #rosaceaskincareproducts, #finacea, #hormonalacneproblems, #hormonalacne, #hyperpigmentationtreatment, #worstskincareproducts",face_only,no
kamimeii,kamimeii,10.309385900115851,self,1,12.627742412734825,8.321421586897879,3.044522437723423,5.627621113690637,1.35,product_promotion,partial,no,1,ro,3,yes,indoor,female,asian,1,1,unknown,unknown,azelaic acid,anua azelaic acid serum,anua,Romania,2.833213344056216,young_adult,influencer,promotion,demo,0.0,mixed,1,topical,promised_only,none_mentioned,none,1,yes,no,"#anua, #anuaazelaicacidserum, #koreanskincare, #acnemarks, #acnescars",face_only,yes
